temperature_c,cpu_usage_pct,memory_usage_pct,disk_io_mb_s,network_traffic_mb_s,power_consumption_w,latency_ms,error_rate_pct,failure
61.03,76.28,65.58,156.04,326.69,203.06,30.25,2.017,0
47.06,47.33,36.72,128.82,235.56,155.76,18.81,0.836,0
52.99,63.93,68.78,142.91,328.85,195.87,20.6,2.244,0
73.66,72.29,74.29,196.25,622.53,226.1,61.96,4.599,1
59.01,77.33,71.71,140.37,455.38,195.26,24.9,2.427,0
50.52,43.45,26.72,98.51,257.14,174.79,17.34,0.756,0
58.39,58.12,55.42,155.48,382.23,183.92,35.88,2.14,0
54.76,56.33,53.73,73.58,171.19,184.57,21.08,1.941,0
42.15,11.11,31.55,56.08,102.37,130.64,14.2,0.489,0
46.06,46.78,42.72,99.72,177.06,151.78,23.93,1.471,0
50.05,33.38,47.09,67.77,187.32,149.97,22.39,1.043,0
52.66,50.38,39.5,95.12,240.36,169.47,16.29,1.518,0
53.49,50.54,45.78,130.5,264.61,168.09,30.14,1.595,0
46.21,42.62,41.57,134.65,290.81,149.66,19.98,1.441,0
79.74,76.63,85.17,211.3,639.05,252.09,49.34,3.573,1
50.09,36.94,42.95,59.38,249.83,171.58,13.37,0.814,0
50.14,54.67,62.59,190.0,306.95,183.09,26.63,1.944,0
44.75,27.09,28.81,107.42,261.6,128.77,22.09,1.493,0
47.89,44.18,46.06,75.79,243.14,169.69,15.9,1.278,0
59.46,70.89,65.33,149.68,408.29,201.51,29.18,1.866,0
53.26,50.37,45.94,101.68,223.72,180.01,21.33,1.055,0
49.85,55.33,64.52,144.73,349.63,192.88,18.96,2.523,0
73.07,71.66,80.46,216.42,578.21,230.53,54.62,4.168,1
46.12,49.91,55.97,137.83,183.88,183.12,31.9,1.921,0
55.0,50.15,53.49,78.71,266.64,183.46,27.88,1.84,0
44.49,37.31,52.93,58.95,326.08,154.4,20.95,1.23,0
44.81,46.23,46.51,90.45,319.37,164.61,16.66,1.754,0
57.67,70.31,54.42,159.66,425.58,197.65,34.79,2.456,0
57.77,40.12,51.09,72.95,205.4,152.43,30.42,1.242,0
78.6,95.98,84.93,198.67,580.25,263.07,46.97,5.631,1
48.29,42.41,53.94,70.04,230.02,157.48,16.08,2.148,0
81.63,71.31,67.26,143.3,476.26,216.64,44.02,3.084,1
44.95,38.59,36.42,69.18,187.34,170.43,24.69,1.044,0
80.12,76.25,57.78,153.32,577.85,232.72,53.1,4.16,1
53.49,45.08,44.58,114.83,280.68,169.82,24.46,1.391,0
74.4,91.32,96.04,245.7,597.62,253.25,48.91,4.276,1
47.65,44.35,42.9,100.29,352.29,158.9,13.92,1.387,0
47.72,50.39,46.29,116.19,203.48,174.62,24.37,1.534,0
54.37,52.84,59.69,129.98,304.9,177.61,36.14,1.39,0
48.71,51.69,62.32,151.83,337.67,170.33,31.08,1.799,0
38.49,27.52,36.51,83.31,132.9,156.52,21.38,1.423,0
51.56,34.05,36.82,100.25,248.62,185.48,17.92,1.475,0
54.5,41.15,45.37,127.99,171.23,165.04,20.17,0.37,0
60.2,66.7,53.66,100.51,322.46,196.9,24.14,1.91,0
44.62,31.69,35.16,43.41,151.65,145.49,23.2,1.108,0
38.7,30.72,38.41,92.87,172.43,150.76,18.7,2.351,0
80.52,72.51,63.86,196.04,408.24,233.0,48.44,4.18,1
51.18,40.02,59.64,109.81,220.78,157.27,19.75,1.941,0
49.06,39.05,29.45,58.32,157.98,140.94,11.43,0.654,0
43.87,30.19,31.68,72.49,169.44,140.88,14.14,1.604,0
44.23,32.68,32.82,76.87,198.18,151.98,16.98,0.908,0
43.86,47.75,52.7,59.5,219.25,169.12,17.01,1.706,0
47.26,57.31,42.4,96.35,245.09,171.24,28.0,1.753,0
48.61,49.74,68.79,70.74,289.73,184.78,22.51,1.467,0
51.87,41.61,43.0,69.18,225.78,174.43,27.65,1.201,0
58.88,68.93,73.8,172.21,430.93,206.01,32.03,2.495,0
46.4,25.37,37.22,74.97,181.96,148.53,17.37,1.766,0
80.98,79.03,85.21,200.47,560.53,243.73,47.97,3.763,1
53.62,62.98,60.62,100.76,247.04,185.53,28.64,2.243,0
68.17,53.73,74.98,173.1,421.61,195.55,48.63,4.047,1
51.67,49.02,55.02,116.82,351.73,176.78,21.35,1.272,0
46.92,38.53,46.0,95.74,309.62,161.43,27.01,1.025,0
49.76,42.35,53.48,161.45,149.36,159.68,24.44,1.524,0
48.18,42.23,50.85,129.54,363.63,176.24,22.28,1.136,0
68.06,62.24,53.51,150.6,361.23,211.05,27.02,1.981,0
62.93,54.69,81.97,198.98,445.13,210.08,39.72,4.015,1
59.51,68.74,84.09,99.87,403.61,186.97,33.76,2.684,0
56.72,58.07,46.3,152.88,218.56,184.35,23.31,1.552,0
50.23,59.87,60.59,129.84,322.33,154.74,22.78,2.104,0
44.47,38.1,27.97,121.74,147.98,158.74,15.79,1.594,0
74.01,60.84,57.23,162.15,541.3,230.68,42.44,3.942,1
56.9,59.76,68.47,148.68,366.92,194.94,33.11,2.493,0
68.03,54.95,51.69,150.24,468.14,197.94,41.79,1.827,1
59.82,40.42,57.73,159.91,390.59,164.86,40.08,4.251,1
47.42,54.67,49.84,151.24,193.64,181.02,17.46,1.585,0
43.86,33.64,43.13,66.24,114.72,147.21,19.35,0.971,0
51.53,49.79,54.05,153.5,318.35,157.74,21.78,1.925,0
58.23,72.29,57.52,115.37,348.38,208.17,24.91,2.397,0
68.64,54.52,59.95,200.68,563.78,212.96,58.47,4.869,1
59.57,63.8,54.68,145.15,461.7,185.42,31.04,1.949,0
76.27,78.75,68.83,149.48,475.43,252.13,49.72,4.511,1
57.4,42.88,55.63,132.03,283.8,187.27,27.9,1.771,0
40.61,28.78,32.89,96.52,168.53,149.15,19.48,1.185,0
58.88,59.25,53.26,162.76,233.21,172.65,29.69,2.413,0
81.02,76.16,79.35,204.03,583.93,237.18,51.53,4.094,1
57.91,65.42,63.12,179.99,277.22,172.81,32.22,2.448,0
79.9,72.62,87.86,218.91,742.08,234.68,51.7,3.541,1
54.73,58.38,40.99,102.33,257.64,195.53,26.21,1.118,0
49.48,42.32,45.66,100.07,258.51,161.65,18.82,1.39,0
49.44,49.12,52.17,113.57,226.3,169.55,14.98,1.468,0
51.47,50.11,57.51,92.54,154.28,184.66,21.12,1.249,0
44.18,32.99,37.48,60.88,84.18,138.11,18.64,0.748,0
70.29,69.58,77.32,162.13,524.39,241.2,39.46,4.551,1
45.96,49.51,48.15,89.02,134.05,180.46,31.18,2.241,0
51.1,50.85,57.53,139.11,374.16,191.19,28.16,2.413,0
72.74,58.48,50.06,135.12,347.89,202.88,46.6,3.075,1
54.97,58.94,56.86,135.66,357.76,185.9,24.03,2.388,0
78.8,77.14,82.99,161.11,606.99,241.85,62.35,4.992,1
54.3,58.03,72.32,171.34,351.0,191.18,28.46,2.305,0
53.06,53.28,53.08,97.7,270.67,174.36,23.19,1.279,0
67.08,66.87,75.05,220.88,548.47,216.11,53.27,4.017,1
57.34,71.55,67.94,139.6,238.46,192.33,23.66,2.114,0
48.43,38.93,31.95,61.27,184.42,163.46,16.66,1.35,0
77.69,78.03,68.97,233.94,600.32,240.62,47.81,4.076,1
50.27,39.59,47.98,101.34,270.8,169.42,25.55,1.84,0
74.79,72.98,68.25,187.71,400.12,216.93,53.71,4.306,1
59.38,58.94,63.28,138.92,290.57,180.38,23.02,2.321,0
73.57,78.22,66.24,139.58,513.4,228.31,49.07,3.571,1
72.32,77.99,78.85,158.37,426.59,233.45,66.59,5.612,1
56.12,62.57,57.67,165.72,386.15,182.54,25.8,2.226,0
47.4,28.8,28.99,16.11,156.25,134.7,18.66,1.356,0
53.22,47.75,67.07,83.6,138.34,156.62,15.64,1.824,0
57.73,58.79,67.41,131.67,396.32,181.24,22.61,1.991,0
60.04,53.1,55.2,138.2,338.55,189.95,26.58,1.713,0
54.51,53.96,38.61,163.05,313.37,158.86,27.89,1.893,0
49.39,49.13,44.35,125.13,213.96,178.75,22.32,1.082,0
47.13,43.44,42.83,90.28,266.4,145.26,24.57,1.324,0
52.03,48.44,57.42,36.31,181.8,165.55,21.4,1.525,0
56.96,54.31,50.09,90.89,277.63,185.97,22.63,1.856,0
49.43,50.68,58.68,109.72,310.37,172.72,23.97,2.281,0
46.16,36.61,31.83,82.14,222.62,154.42,23.15,1.261,0
43.62,38.68,43.37,80.56,131.96,139.55,23.28,1.779,0
52.17,43.22,49.3,91.06,365.16,176.39,26.35,2.192,0
59.3,64.19,62.93,125.41,330.09,191.97,32.88,2.188,0
52.92,43.95,45.8,151.63,254.89,187.39,15.98,0.96,0
56.09,54.31,52.42,149.03,318.36,170.8,33.96,1.507,0
47.03,38.69,38.0,57.26,162.52,150.51,19.03,1.887,0
41.79,39.29,51.06,58.8,189.38,153.59,23.86,2.0,0
49.65,27.33,29.7,83.36,147.8,139.85,7.92,1.046,0
49.18,33.5,54.9,100.69,210.98,144.97,23.49,1.497,0
50.23,44.26,66.69,143.82,356.82,182.06,21.2,1.607,0
50.44,37.51,63.65,104.95,380.18,153.18,31.44,1.631,0
57.88,42.65,65.4,175.95,309.19,201.03,40.32,3.254,1
44.95,31.98,30.39,95.89,214.4,166.22,12.62,1.232,0
72.47,63.08,67.69,162.64,449.76,214.53,44.36,4.094,1
45.14,43.59,47.72,118.26,280.74,149.29,24.99,0.932,0
46.45,41.59,65.63,113.19,282.59,135.67,24.19,1.767,0
55.71,40.07,57.46,88.98,286.54,163.97,13.42,1.086,0
60.05,70.79,70.93,181.85,296.56,191.84,32.13,2.153,0
78.66,100.0,91.34,240.42,554.2,277.59,50.69,4.169,1
60.59,52.21,64.64,154.95,347.18,210.66,48.21,2.844,1
51.23,51.51,67.4,170.43,368.91,168.87,23.21,2.236,0
70.97,68.05,81.87,232.6,658.68,220.02,62.49,4.567,1
68.23,66.53,61.26,113.17,519.86,214.44,54.93,4.318,1
67.43,72.42,68.84,230.96,549.36,222.25,50.13,3.64,1
51.35,28.64,41.66,128.77,284.66,159.02,22.41,1.035,0
79.3,69.91,71.27,213.13,430.16,219.98,45.36,3.398,1
51.65,51.68,38.96,72.55,256.63,176.08,15.88,1.393,0
50.46,36.77,29.27,79.81,217.74,162.71,17.66,0.534,0
72.24,75.71,87.33,192.36,544.94,241.25,65.25,3.731,1
49.46,32.57,65.0,133.41,202.92,147.33,32.84,1.006,0
80.32,63.71,66.23,218.54,546.02,237.35,47.62,3.17,1
47.75,29.69,28.53,64.62,156.77,154.79,6.65,1.487,0
75.61,79.62,87.0,189.27,520.48,223.68,46.15,4.676,1
52.57,54.34,46.85,100.2,329.39,174.17,27.47,1.675,0
51.28,43.72,50.37,78.0,222.32,152.0,25.6,1.37,0
47.96,29.66,24.27,60.14,56.04,147.16,11.76,0.812,0
64.08,78.0,73.49,134.03,405.34,205.06,30.84,2.04,0
53.31,42.36,45.79,124.7,315.1,157.05,27.05,1.248,0
45.02,31.94,41.71,55.42,106.3,144.82,15.93,0.588,0
62.9,61.33,64.28,136.01,348.59,193.51,24.52,2.163,0
53.98,58.06,54.88,150.31,348.47,187.75,23.56,2.081,0
59.49,57.95,80.94,125.73,405.83,196.47,33.83,2.599,0
84.05,69.46,90.15,231.23,609.05,235.0,40.95,4.063,1
55.04,56.05,57.4,109.83,319.41,167.34,19.08,1.949,0
71.64,69.62,74.42,223.64,460.25,218.07,40.05,4.264,1
46.29,35.25,33.26,77.64,288.02,160.97,15.96,1.564,0
68.37,68.95,72.07,182.02,664.67,204.63,63.04,4.277,1
57.81,46.91,44.98,109.38,388.48,176.74,25.8,2.285,0
47.15,29.72,32.58,69.39,183.34,140.67,19.2,1.142,0
74.67,59.95,60.91,201.67,570.51,224.08,49.11,3.699,1
53.87,38.38,45.97,132.22,249.17,163.41,19.78,1.005,0
52.63,54.81,52.97,92.24,269.16,167.93,26.14,1.555,0
47.0,44.49,44.8,91.26,244.01,173.85,26.16,1.058,0
52.58,45.41,76.32,72.83,293.7,178.39,27.06,1.449,0
55.75,50.35,58.17,127.49,302.45,179.41,21.08,2.386,0
45.07,36.3,49.23,46.91,48.41,155.14,26.93,1.468,0
49.36,43.24,58.28,120.13,265.53,160.18,23.12,0.977,0
57.63,66.72,60.82,168.47,352.65,184.47,31.34,2.222,0
73.48,62.66,48.54,143.84,366.69,246.06,46.78,3.008,1
57.78,59.23,55.62,152.7,486.79,208.58,27.3,1.273,0
52.93,55.2,46.57,114.88,259.91,174.83,22.6,1.557,0
71.8,66.35,57.6,159.48,355.45,216.08,41.98,2.379,1
54.48,50.79,49.42,73.04,284.51,159.46,22.38,0.988,0
52.07,38.05,49.95,88.76,207.13,165.0,23.45,1.941,0
50.42,41.62,29.06,72.51,193.87,172.32,10.74,1.719,0
59.06,51.37,51.15,65.55,291.27,173.9,27.67,2.695,0
64.6,75.55,73.01,172.22,488.08,189.22,34.65,2.313,0
60.74,59.89,62.96,132.21,320.89,193.89,33.06,1.447,0
54.49,46.21,49.88,106.11,164.66,164.47,24.62,1.345,0
74.15,75.95,75.49,158.56,521.33,231.91,54.81,5.463,1
43.25,29.53,51.54,76.41,196.9,147.86,14.68,1.548,0
59.0,65.28,65.34,103.7,276.32,202.35,30.29,2.038,0
50.03,48.39,67.47,108.61,261.82,178.85,24.79,2.027,0
52.38,61.55,82.52,131.82,359.43,193.48,24.44,2.178,0
49.04,47.44,57.54,110.77,250.02,150.55,21.43,2.254,0
53.09,53.83,85.56,114.85,226.81,157.1,26.75,2.205,0
50.47,38.64,43.51,93.64,223.3,161.4,23.5,1.442,0
57.65,52.12,69.48,118.54,356.49,183.45,35.66,1.361,0
52.12,42.24,52.44,83.62,201.23,182.22,28.12,1.146,0
49.34,34.58,38.62,56.87,164.93,124.62,15.82,1.161,0
53.0,55.23,47.34,133.76,260.6,177.35,23.07,2.027,0
77.98,78.18,67.82,139.37,604.57,218.07,39.29,3.852,1
60.73,65.33,67.09,153.44,391.78,195.02,35.02,1.826,0
49.11,41.9,52.14,111.8,287.41,179.16,26.27,0.886,0
50.74,36.69,39.86,90.43,119.6,168.04,20.7,1.584,0
67.27,60.27,58.17,119.18,318.74,213.03,51.0,3.786,1
53.56,45.15,39.38,86.19,315.29,160.25,21.1,1.784,0
68.91,85.15,58.05,181.73,468.49,234.94,31.31,3.834,1
76.84,75.66,56.66,241.63,581.02,220.66,55.57,3.866,1
68.5,69.92,72.78,168.46,488.56,248.27,50.7,3.827,1
45.71,32.7,46.2,73.06,128.6,140.59,21.14,1.431,0
42.39,30.78,36.78,89.63,246.17,156.83,22.8,0.992,0
47.37,33.85,48.16,52.02,157.3,159.5,19.69,1.563,0
56.4,55.04,60.01,117.97,396.73,180.97,27.15,1.769,0
78.71,73.54,73.04,216.64,555.1,235.1,45.33,4.032,1
43.4,28.15,27.33,70.52,113.74,148.0,21.49,1.079,0
83.31,79.59,90.46,196.06,640.59,228.64,54.62,5.144,1
55.29,51.04,51.44,104.69,270.9,199.26,23.96,1.306,0
73.87,61.47,56.31,200.69,499.68,228.11,45.8,3.262,1
72.52,61.2,62.25,190.27,440.54,223.79,37.98,4.202,1
47.97,41.87,49.31,86.13,137.87,153.84,18.94,1.942,0
84.54,81.41,75.62,197.45,588.9,258.51,57.36,5.212,1
82.14,83.77,71.33,222.42,586.12,234.06,38.2,4.13,1
60.4,62.44,56.37,152.03,361.24,191.95,25.15,1.926,0
45.27,46.03,53.34,95.25,323.32,178.7,20.74,1.996,0
54.39,38.34,33.73,97.52,208.24,162.48,15.27,1.209,0
54.41,38.22,29.57,105.92,261.94,166.42,24.51,0.854,0
42.97,24.16,38.7,109.92,149.85,147.37,18.1,1.923,0
69.77,71.89,70.27,214.98,512.97,231.27,50.48,3.579,1
51.78,52.59,51.73,95.25,287.85,155.7,24.92,0.901,0
72.51,65.86,60.21,159.38,459.13,216.06,38.73,2.978,1
62.77,74.52,55.53,222.6,504.89,219.05,43.35,3.162,1
55.52,43.79,47.52,94.68,155.85,174.01,22.58,2.07,0
47.81,36.12,47.72,104.12,223.75,155.47,22.29,2.402,0
47.31,29.66,33.5,99.78,82.81,148.12,21.47,0.637,0
46.68,38.68,31.21,70.87,193.35,137.36,21.81,1.507,0
50.48,43.49,53.4,95.05,367.41,167.62,23.39,1.489,0
56.68,39.37,69.67,112.63,320.24,160.49,28.63,1.685,0
38.89,19.76,47.39,60.76,81.54,123.35,24.37,1.26,0
48.43,55.09,50.31,113.47,334.62,180.94,17.21,1.737,0
67.02,52.31,53.03,194.45,462.2,201.6,45.52,3.098,1
51.35,43.66,33.9,73.4,182.23,166.59,17.78,1.768,0
78.65,72.25,73.03,172.3,587.99,235.57,48.19,3.788,1
56.61,45.09,46.99,116.95,307.71,180.48,18.27,1.884,0
77.85,85.71,89.17,266.08,511.21,244.66,56.69,4.907,1
51.93,39.25,43.28,73.21,181.64,177.69,20.51,1.914,0
49.24,48.54,24.04,144.5,350.78,155.75,26.58,0.629,0
65.38,64.72,64.54,126.74,378.93,189.19,28.13,2.693,0
73.74,60.61,57.91,93.88,333.36,222.51,45.89,3.212,1
44.91,37.56,45.07,76.24,138.61,149.15,24.2,1.825,0
60.89,52.76,45.42,173.33,385.65,192.38,54.99,1.923,1
44.45,30.35,35.43,62.84,149.06,167.87,16.68,1.033,0
53.3,33.68,42.9,119.23,360.02,180.37,43.09,2.944,1
62.92,41.39,50.97,116.35,386.76,179.81,48.99,3.441,1
50.01,45.71,42.53,73.87,271.22,155.55,18.9,1.753,0
48.53,50.41,33.61,87.11,140.13,169.82,22.49,1.592,0
51.18,40.32,60.15,90.1,297.06,169.83,23.51,1.166,0
54.49,57.62,63.75,155.86,363.03,194.64,27.77,1.658,0
72.27,65.65,62.31,147.65,463.91,236.27,43.71,3.63,1
64.51,61.93,67.07,169.39,333.14,210.0,28.0,1.958,0
51.63,45.79,60.54,118.84,243.78,175.2,18.59,1.181,0
48.91,50.49,51.84,99.37,335.9,161.01,27.7,1.871,0
71.24,60.93,57.92,157.85,419.7,248.62,50.94,4.118,1
60.79,54.53,46.2,99.08,280.15,175.12,19.94,2.298,0
58.21,42.23,50.95,126.29,358.85,169.55,16.7,1.611,0
68.46,71.42,71.89,215.11,492.12,232.87,49.4,4.79,1
46.33,48.61,65.19,145.99,338.4,183.41,18.22,1.624,0
41.68,37.78,47.66,101.87,117.63,145.72,19.13,1.311,0
53.96,51.67,57.56,100.81,307.98,165.39,18.07,1.437,0
54.82,53.9,47.1,105.78,302.88,174.32,23.88,1.143,0
52.03,27.69,44.73,65.14,186.69,161.46,21.06,1.247,0
51.09,49.76,43.28,123.86,337.3,164.2,19.23,1.716,0
59.14,56.47,61.46,169.12,456.22,188.23,27.87,1.956,0
51.11,45.42,52.72,83.53,126.52,155.07,28.68,1.948,0
82.06,79.15,80.77,244.02,444.88,263.02,51.35,5.067,1
46.46,31.42,47.3,126.18,224.44,141.13,19.85,0.958,0
61.2,52.07,66.87,156.21,295.92,215.83,42.56,3.895,1
77.1,75.35,62.32,140.06,383.18,239.52,53.19,3.586,1
46.11,28.51,48.94,67.5,241.19,156.95,14.95,1.996,0
59.4,68.1,77.95,164.47,345.5,190.21,29.67,2.569,0
41.73,34.38,42.42,101.43,272.91,144.38,23.57,1.7,0
50.17,38.97,53.44,64.11,181.13,161.43,20.55,1.642,0
80.14,83.03,78.37,209.67,528.71,248.46,59.21,4.547,1
46.6,33.46,59.56,85.97,310.39,143.19,28.08,1.421,0
58.13,47.12,55.9,141.27,233.14,170.68,16.06,1.778,0
61.1,68.88,53.26,153.38,397.97,192.92,26.4,1.505,0
52.83,48.96,45.26,89.06,250.91,164.6,25.88,2.024,0
44.63,43.64,47.84,129.76,265.51,167.34,19.6,2.08,0
69.71,70.69,72.98,197.5,519.36,222.77,53.13,3.696,1
74.31,67.4,69.98,199.47,593.99,217.83,38.45,3.636,1
56.77,62.77,66.6,133.9,285.89,182.06,35.11,2.558,0
49.52,27.1,56.69,84.09,174.42,164.76,24.28,2.035,0
55.85,48.83,55.61,105.87,207.27,169.07,21.78,1.223,0
47.82,55.51,50.45,83.95,209.08,167.34,18.7,1.615,0
49.14,46.9,62.27,130.48,197.13,168.58,21.1,2.685,0
38.46,26.56,34.26,70.78,158.74,143.63,14.18,1.407,0
54.46,44.95,52.65,67.04,257.94,162.97,30.0,1.519,0
57.99,63.31,48.6,141.0,290.52,187.89,20.0,1.941,0
53.88,51.2,70.17,132.77,308.01,175.52,23.56,0.973,0
77.22,70.03,55.26,218.28,472.06,224.15,59.73,3.634,1
62.14,63.53,67.68,123.54,364.87,195.31,21.62,1.826,0
46.28,28.73,28.68,24.82,154.19,148.27,25.38,1.138,0
48.1,51.42,49.26,114.89,318.43,180.84,20.28,1.252,0
49.06,48.94,55.05,128.3,194.57,163.22,19.41,1.37,0
58.17,62.99,56.88,143.84,275.32,175.39,30.22,1.884,0
52.86,42.56,48.72,68.58,263.43,167.99,23.61,1.953,0
43.24,35.13,48.58,36.16,159.11,163.84,22.16,1.531,0
50.4,71.71,70.7,160.08,405.03,202.33,35.95,1.729,0
51.1,48.98,58.95,87.64,268.49,186.78,36.71,1.445,0
46.46,39.33,42.15,103.09,226.0,166.81,17.64,1.635,0
57.5,47.11,38.38,82.38,241.82,165.46,26.0,1.599,0
52.09,40.46,64.4,143.69,406.48,160.55,32.45,1.596,0
51.26,44.6,27.51,104.15,201.98,160.34,28.96,1.127,0
51.12,43.87,55.74,130.74,293.25,160.06,25.74,1.232,0
40.64,34.2,28.09,66.12,107.3,160.31,12.73,1.172,0
42.87,32.73,30.11,94.23,207.01,151.89,25.86,1.352,0
75.22,70.05,88.19,212.46,503.59,220.76,56.38,4.03,1
57.23,58.8,72.56,171.49,438.71,186.7,35.81,1.651,0
42.84,33.71,39.38,113.07,213.18,135.58,25.58,0.487,0
51.88,44.54,44.55,92.25,267.58,164.8,21.0,2.073,0
54.45,46.28,35.51,135.44,178.49,172.05,24.58,1.075,0
47.7,49.73,54.16,167.31,114.92,180.49,21.58,2.393,0
49.19,42.67,63.78,114.89,305.52,144.41,23.62,2.028,0
55.21,76.18,76.49,159.0,355.53,203.12,28.24,2.856,0
51.95,58.19,45.24,95.74,277.48,168.1,18.85,0.798,0
48.92,39.77,36.6,46.44,218.49,162.84,25.36,1.498,0
47.37,46.15,42.58,129.79,111.5,170.8,18.07,1.656,0
57.46,52.84,58.75,135.62,302.3,177.23,20.47,2.864,0
82.28,73.55,85.21,238.48,586.39,222.81,62.62,4.834,1
59.25,50.08,48.98,99.83,282.37,192.38,19.47,1.027,0
78.68,83.11,83.37,251.15,623.43,268.76,70.3,4.077,1
48.15,39.39,31.68,79.99,174.85,168.81,23.76,1.406,0
63.48,60.72,55.28,145.25,262.6,186.87,16.7,1.595,0
61.6,59.99,52.51,124.08,350.22,195.19,23.6,1.568,0
82.2,86.04,90.95,195.17,680.43,225.55,57.44,6.519,1
57.27,62.45,49.84,129.27,366.38,190.18,34.5,1.929,0
45.18,24.89,48.01,62.74,131.58,156.77,27.4,1.921,0
52.05,55.66,34.5,98.88,289.94,175.92,22.7,0.821,0
48.75,28.68,32.65,61.99,193.14,151.92,6.74,1.133,0
44.31,29.08,34.39,76.34,91.12,151.38,17.63,1.486,0
53.84,55.63,53.69,125.43,384.45,185.64,22.96,2.255,0
43.88,41.85,40.58,107.52,261.61,145.01,19.16,0.945,0
50.07,45.7,41.07,73.95,203.47,170.94,17.54,1.381,0
50.52,46.44,42.6,103.62,300.72,181.06,25.79,1.356,0
52.33,49.55,37.8,102.83,324.23,171.29,24.46,1.632,0
53.69,47.17,59.77,119.52,217.76,157.59,29.43,1.192,0
66.94,48.99,53.17,145.06,322.78,194.08,37.29,2.317,1
74.25,90.37,69.25,253.56,445.83,238.7,58.0,4.731,1
53.16,60.04,46.29,142.85,306.39,195.05,33.91,1.698,0
60.62,76.54,63.21,160.35,369.41,191.77,29.11,2.165,0
51.47,54.33,54.86,80.87,206.44,182.62,26.05,1.761,0
50.3,43.44,53.4,110.83,181.04,180.04,24.58,1.557,0
60.67,71.22,53.06,136.41,285.91,208.11,23.45,2.103,0
44.52,39.2,43.15,97.17,189.05,150.41,22.19,1.88,0
48.49,31.45,43.75,91.42,248.34,166.74,19.43,1.68,0
70.27,81.39,70.76,177.98,427.85,220.8,49.31,3.349,1
72.8,71.43,77.1,196.56,591.98,236.2,43.59,3.475,1
74.93,78.15,81.13,235.37,427.01,243.29,64.33,4.394,1
55.88,47.06,60.11,102.27,329.28,175.88,26.3,1.889,0
72.97,66.41,74.8,172.37,547.84,226.79,38.82,4.067,1
60.38,66.73,68.37,157.6,440.43,188.52,35.35,2.457,0
60.15,68.83,83.19,175.13,425.73,179.0,32.41,2.789,0
79.63,85.14,77.42,203.46,646.57,262.83,55.26,4.086,1
53.97,50.18,57.03,97.52,250.65,180.65,28.53,1.526,0
55.84,58.61,65.08,149.12,344.42,184.58,24.15,2.211,0
58.99,60.13,53.1,125.87,330.86,196.01,26.76,1.968,0
50.26,49.99,58.88,79.99,286.33,165.31,23.63,1.677,0
46.49,35.55,36.76,54.97,93.85,168.12,26.84,1.704,0
45.1,28.26,34.08,95.63,105.07,162.8,15.36,1.877,0
74.78,74.17,81.25,203.54,580.67,220.87,41.29,4.356,1
53.74,47.38,66.52,90.31,196.94,177.72,19.2,1.306,0
48.03,31.34,36.2,60.78,80.22,154.58,11.73,2.181,0
42.37,33.63,38.5,134.56,152.8,145.92,25.06,1.456,0
45.56,61.83,65.48,172.18,404.82,187.83,27.28,2.614,0
49.47,54.46,71.82,93.46,363.08,184.45,29.81,1.768,0
44.1,26.63,47.92,68.09,231.02,137.19,23.8,1.024,0
49.62,31.48,46.72,92.94,247.15,162.4,17.12,2.024,0
52.46,41.32,52.55,99.51,266.95,178.21,31.82,1.576,0
45.8,36.33,35.79,92.73,175.24,163.55,22.01,1.462,0
46.83,47.67,58.79,113.2,262.46,150.19,18.15,2.297,0
77.99,91.73,87.94,210.99,594.51,233.99,51.65,4.778,1
73.21,79.69,76.88,196.76,435.64,257.04,46.65,4.27,1
46.32,26.24,37.05,92.65,177.94,147.37,20.45,1.253,0
59.05,69.32,65.39,161.82,385.23,185.05,29.39,2.661,0
80.22,77.71,91.45,217.5,491.6,236.92,47.03,4.67,1
47.47,43.67,63.02,116.97,333.49,176.8,26.06,1.348,0
44.3,35.33,32.01,62.24,181.0,144.88,17.95,1.324,0
50.72,49.75,57.54,128.1,247.44,175.58,24.47,1.701,0
52.77,54.64,56.74,162.05,292.15,176.11,22.9,1.013,0
68.31,69.11,67.29,200.05,403.93,221.76,55.69,3.594,1
47.8,42.21,48.62,118.69,298.69,147.54,15.63,2.046,0
48.13,31.15,34.6,88.3,180.24,143.74,16.62,1.212,0
50.72,38.92,52.65,105.73,222.75,166.26,23.45,1.759,0
79.26,81.69,80.74,143.98,542.91,259.29,51.32,4.368,1
48.59,45.78,41.54,73.32,243.42,162.8,31.33,1.653,0
43.69,31.89,26.97,61.54,144.31,169.81,8.24,1.187,0
46.67,43.65,35.67,112.55,200.33,146.76,17.1,1.433,0
45.46,36.76,32.9,123.9,182.37,161.23,23.93,1.971,0
40.12,19.32,36.53,62.5,165.93,134.64,17.74,1.16,0
49.48,52.91,60.17,155.04,337.51,186.03,35.92,2.355,0
57.82,61.07,58.45,146.29,253.57,183.38,30.23,2.009,0
79.14,83.23,95.09,235.7,450.2,247.37,51.73,4.038,1
46.71,47.12,44.84,131.56,221.86,146.83,21.43,1.544,0
40.39,18.54,30.97,44.26,153.57,133.74,18.0,1.195,0
77.74,62.11,55.46,198.21,453.79,249.18,56.15,3.732,1
53.98,46.7,58.01,96.79,199.44,180.58,19.91,1.352,0
85.01,81.45,76.42,196.85,665.32,248.44,50.96,4.755,1
54.27,53.68,40.12,121.35,335.23,187.69,26.73,1.292,0
